,label,text
851,1,"RT @marveloustwtt: #MOONKNIGHT SPOILERS:
-
-
-
-
-
JAKE LOCKLEY IS HERE SHT
https://t.co/Ig7C4YYJEB"
852,0,"RT @An_1diot: ""Hippo!""
#MoonKnight https://t.co/8SX3VTejL8"
853,0,RT @captaincupkicks: Oscar you better sign that damn contract so we can get more of #MoonKnight forever I NEED to have more episodes after…
854,0,RT @xhayatyx: getting feels just like our last day on set for #MoonKnight https://t.co/5tejOW5mUd
855,0,RT @reblmoon: WE ALL CAN AGREE THAT THE MOONKNIGHT EPISODE 6 THESE SHOTS WERE CHEF'S KISS #Moonknight https://t.co/rLoGqhF196
856,1,"RT @OfficialJuuls: #MoonKnight SPOILERS
.
.
.
.
''We'd rather go and save the world, laters gators''

THEY DID IT! WE GOT IT, WE GOT A LATE…"
857,0,The finale of @moonknight ……. Amazing! Oscar Issac is such a talented actor. He’s quickly become my favorite… https://t.co/LMsO0MjDYZ
858,0,@young_picassoo bro at least give wandavision a chance 🧍🏻‍♀️
859,0,RT @LuckiiSonoda: Wandavision wasn’t that bad now that I really think about it https://t.co/s2NWHwasdU
860,0,"You guys, I HIGHLY recommend for y’all to stay OFF social media until you guys watch the movie. 

#DoctorStrange  #MultiverseOfMadness"
861,0,"No one knows what it's like

To be the Batman"
862,0,"RT @gustianhe: that little switch flinch oscar isaac what a talented man you are
#MoonKnight https://t.co/M3CRxQKbJL"
863,0,"RT @Giovanni_montee: Yo,yo!

Bullish on @0xElectricsheep by @UltiverseDAO!🤩

Check out their Special Edition #NFT Cyber Pig made by @pumbaa…"
864,1,"RT @VicGt88: #MoonKnight finale spoilers
.
.
.

Humans of the MCU seeing a giant crocodile beat the shit out of a giant chicken skeleton ht…"
865,0,@VivianBloom Parker Stevenson is the name that floats up in memory.  I ought to go to IMDb.  My son works there!  B… https://t.co/GYrVUBNQyN
866,0,RT @kirawontmiss: Who tf is on his security team?? Batman?
867,0,"@randallpaige74 @Keggs719 @MorningAnswer Hello stop the hate avatar!

We collectively terminate 800,000 babies each… https://t.co/mIyXYTdwiH"
868,0,RT @snowlikejonn: Feels like New Orleans just gained an avenger. Like Batman done came back to Gotham type shit.
869,1,"RT @ZenitsuStreams: God pls dont spoil @
#DoctorStrange #MultiverseOfMadness #Wanda https://t.co/UJYmar6kYb"
870,1,"RT @seraphilms: #MoonKnight spoilers !
.
.
.
.
Shoutout to confident and happy steven grant, gotta be one of my fav genders https://t.co/vs…"
871,0,"RT @Trickyhours: thank you Wandavision and Moon Knight for being the best MCU shows on Disney+
#MoonKnight https://t.co/wcp7jD8MxQ"
872,0,RT @tsspmthings: Peacemaker was much better series and more talked about than MoonKnight imo https://t.co/0sN6XW5WGa
873,0,RT @mknighthinker: THE FIGHT SCENE??!?!?? YOU GUYS FUCKING KIDDING ME #MoonKnight https://t.co/ThakeGWs8d
874,0,"RT @MohamedDiab678: Thanks everyone who worked day and night on #MoonKnight for 2 years to make the best show they can. Thanks Marvel, Osca…"
875,0,"Since #MoonKnight is popular now, I thought I'd post a pic of my #Egyptian  #superheroine as drawn by Ozzy Longoria… https://t.co/C6GaBDgmPF"
876,0,RT @nightwaynes: My Batman https://t.co/wZkBGffO55
877,0,"RT @Trickyhours: thank you Wandavision and Moon Knight for being the best MCU shows on Disney+
#MoonKnight https://t.co/wcp7jD8MxQ"
878,0,"RT @BrandonTalbot10: Please, @wbpictures @Discovery @DCComics @susaneisenberg1, give me a sign if this means we can get #WonderBat. #BMWW #…"
879,1,"RT @sasideerhan: #MoonKnight spoilers finale
•
•
•
•
•
YOOOO THIS TRIO https://t.co/2uO7O5IYMO"
880,1,"RT @darkholdfingers: #MoonKnight EP. 6 SPOILERS
-
-
-
-
when the other gods realized harrow actually released ammit https://t.co/xk13U1kcgA"
881,1,I cannot even think of a good way to tweet about #MoonKnight without being ridiculously spoilery. I guess I'll just… https://t.co/iQfxBxc9EC
882,0,RT @NewtonLunaire: HIPPO!!! #MoonKnight https://t.co/dSFnyXMK4M
883,0,"RT @waltersndanvers: Maya Calamawy as Layla was genuinely some of the best parts of moon knight her acting, especially this episode, and ju…"
884,0,"RT @gustianhe: that little switch flinch oscar isaac what a talented man you are
#MoonKnight https://t.co/M3CRxQKbJL"
885,0,"@_PVRCinemas Sling Ring

#DoctorstrangeAtPVR

@_PVRCinemas
@Marvel_India
 
Join :-
@AdarshV03264030… https://t.co/KeOmar48pB"
886,0,@prattprattpratt @TODAYshow @FallonTonight @JurassicWorld @UniversalPics God bless for You dear Chris From Soacha Colombia
887,0,"1. moon knight (THIS SHOW BROKE ME)
2. falcon and the winter soldier (LOVE IT WITH MY WHOLE HEART)
3. hawkeye (real… https://t.co/SSZuRwmzfN"
888,0,"RT @Sol_Giveaway: 🎉🎉 GIVEAWAY 🎉🎉

Prizes:
🏆1x Avatar NFT Worth $150
🏆5x Avatar WL

Must:
1⃣ RT +❤️
2⃣ Follow @CosmicCondos
 &amp; @Sol_Giveaway…"
889,1,@JustSara3467 on a totally unrelated note DID U SEE HIS NEXT PROJECT??? ITS A BUT OF A SPOILER BUT WE ALL KNEW OMG… https://t.co/49hEw89XIe
890,0,"RT @smagloosh: Yeah, I've been playing Halo recently and I'm using it as an excuse to draw one of my favorite aliens. So, here's a brave OD…"
891,1,"RT @VicGt88: #MoonKnight finale spoilers
.
.
.

Humans of the MCU seeing a giant crocodile beat the shit out of a giant chicken skeleton ht…"
892,0,"RT @heonxkyun: i'm 
○ single
○ taken
● in love with this scene from #MoonKnight ep 6 https://t.co/gRKZCcpDmy"
893,0,This was so full of shit. What street?
894,0,Ozark ending may have been down there with the Dexter finale
895,0,Yessss!! This song rules!
896,0,RT @seraphilms: EVERYDAY I WAKE UP THEN IS START TO BREAK UP LONELY AS A MAN WITHOUT LOVEEEEEEEEE #MoonKnight https://t.co/5Ig0TMzL1a
897,0,what the fuck was that post credit scene for then?
898,1,"RT @PItchicko: #DoctorStrange spoilers
.
.
.
Christine: Time will tell how much I love you
Stephen: I love you. I love you in every univers…"
899,1,"RT @meibil7: OMG??!!! Nos dieron spoiler?!

@BTS_twt #방탄소년단 #BTS #BTSARMY #BTS_PROOF https://t.co/tDcVIdRwyx"
900,0,"RT @getFANDOM: Oscar Isaac says there are 'no official plans' for #MoonKnight S2

'I love being Steven... If there was a story that really…"
901,1,"Moonknight spoilers
/
/
/
/
/
/
/
/
/
I think this is the hottest CGI character MCU has ever done and it has set th… https://t.co/JHBdqlpqm2"
902,0,"Hawkeye
Moon Knight
Loki
The Falcon and the Winter Soldier
Wandavision
What if"
903,1,"RT @jester_u: spoilers (?)
LOOK AT THEM GO #MoonKnight https://t.co/ud7xRwxxXk"
904,0,"RT @CinemaSauced: @houseofphoton #MoonKnight
.
.
.
.
.
.
#ScarletScarab 
This scene got me: https://t.co/TUWMo4j50b"
905,1,"RT @PItchicko: #DoctorStrange spoilers
.
.
.
Christine: Time will tell how much I love you
Stephen: I love you. I love you in every univers…"
906,0,"RT @CxhCenter: Chloe Bailey’s latest Instagram Post 👸🏽

          “i can see your halo” https://t.co/x4yKprP6Ol"
907,1,"RT @FORTHESPARK: #moonknight episode 6 spoilers
.
.
.
.
.
WE GOT JAKE LOCKLEY, EVERYONE https://t.co/kBejtuOvfL"
908,1,"RT @dilfoscarr: #MoonKnight spoilers 
.
.
.
.
.
HE RAISED HIS HANDS UP IN THE AIR JUST LIKE SHE DID STEVEN GRANT I AM SO IN LOVE WITH U 😭😭😭…"
909,1,"RT @andmeggyhash: #MOONKNIGHT SPOILERS
.
.
.
.
.
.
THE TWO FISH BEING A METAPHOR FOR STEVEN AND MARC LIVING IN HARMONY &gt;&gt;&gt;&gt;&gt;&gt; https://t.co/…"
910,0,RT @chrissvellx: the ending of #MoonKnight episode 6 be like: https://t.co/gQmR5EDs7w
911,0,RT @alltoowilson: fixed it. you’re welcome #moonknight https://t.co/EZtDBNkeCp
912,0,Omg that #MoonKnight finale!
913,0,"RT @MohamedDiab678: Since my daughter was 4, she wanted to straighten her hair. She never saw someone who looked like her in the media. Tod…"
914,0,@maximilian_ @Spotify Batman themed... audio book? Glad you're getting that bread man but I'm struggling to think o… https://t.co/csmg4JolM8
915,0,#MoonKnight best toku ever https://t.co/BhzwngDS60
916,0,"RT @BingeWatchThis_: Which finale did you enjoy more? 

Re-Tweet for #MoonKnight, Like for #Hawkeye. https://t.co/IX0GvndDl4"
917,1,"RT @vianne_art: Moon Knight Ep 6 Spoilers 
-
-
-
-
-
-
-
-
-
-
OH MY GOD HER DAD CALLED HER HIS “LITTLE SCARAB” AND SHE LITERALLY LOOKS LIK…"
918,0,"RT @reblmoon: We all can agree that Moonknight episode 6 season finale visuals are top tier 
#moonknight https://t.co/JLRMjiR4zp"
919,1,"RT @marcdameron: #MoonKnight ep6 spoilers 
-
-
-
-
steven ""HIPPO!"" grant i am quite literally in love with you https://t.co/xwjcpryyvR"
920,0,I shall wait a couple days before talking about moonknight but that ending 😆
921,0,RT @hiddlouistan: She can step on me or marry me or do both #LaylaElFaouly #MoonKnight https://t.co/EA1KtHuipw
922,0,RT @OriginalFunko: RT and follow @OriginalFunko for the chance to WIN the @Amazon exclusive Marvel: Mangaverse Spider-Man POP! Not feeling…
923,0,"RT @st4bz_: i just think they're neat
#TheBadGuys https://t.co/qQXG5HCVJz"
924,0,"Moon knight 
Wandavision
Hawkeye 
Falcon and winter soldier
What if 
Loki"
925,1,"RT @RetroRyno: Some of my work on EP 5 of Shield Hero!
Spoiler Warning !
This episode was great for me, the ED was especially fun to work w…"
926,0,"RT @__aizel__: ""i love you in every universe....""

 #MultiverseOfMadness #DoctorStrange https://t.co/jN9m5A7oGK"
927,0,Moon Knight Is Fire! #MoonKnight
928,0,RT @moonknight: Experience the epic conclusion tonight. Stream the season finale of Marvel Studios’ #MoonKnight on @DisneyPlus. https://t.c…
929,0,seeing Dr. Strange on friday just for the Avatar trailer
930,0,"RT @despairdean: #moonknight 
this jake lockley reveal tho omg hes so sexy fr my boy is finally home https://t.co/Gcuj6UyZMQ"
931,0,RT @beachburnbob: #MayThe4th might be coming to a close but https://t.co/2sIKxz9qLw never does check it out now #StarWarsDay #DoctorStrange
932,0,RT @NewtonLunaire: HIPPO!!! #MoonKnight https://t.co/dSFnyXMK4M
933,0,"Get ready for #DoctorStrange in the new #MultiverseOfMadness. I’m going to see it this weekend with my parents, sib… https://t.co/g9X1xz7hV6"
934,0,"I hope Dr. Strange, don’t disappoint me like Morbius"
935,0,RT @seraphilms: EVERYDAY I WAKE UP THEN IS START TO BREAK UP LONELY AS A MAN WITHOUT LOVEEEEEEEEE #MoonKnight https://t.co/5Ig0TMzL1a
936,0,@nrnmarie 😭😭😭😭 get some halo-halo too to munch on-
937,0,RT @seraphilms: EVERYDAY I WAKE UP THEN IS START TO BREAK UP LONELY AS A MAN WITHOUT LOVEEEEEEEEE #MoonKnight https://t.co/5Ig0TMzL1a
938,0,RT @NewtonLunaire: HIPPO!!! #MoonKnight https://t.co/dSFnyXMK4M
939,1,RT @manji64691335: maybe this was a spoiler and we just didn’t get it.                                                     #LISA for CELINE…
940,0,RT @eevilynee: JAKE LOCKLEY SAID LATINO SUPREMACY #MoonKnight https://t.co/OpKVqWNrry
941,0,"RT @BBBigbenny: cause of  wound🐈‍⬛🐈
#DoctorStrange https://t.co/XYeWPUqI12"
942,0,RT @kirawontmiss: Who tf is on his security team?? Batman?
943,0,RT @GameSpot: Everything you need to know to dominate in Halo Infinite's new free-for-all game mode: https://t.co/40aQFObg67 https://t.co/x…
944,1,"RT @RWerteb: #MoonKnight finale spoilers 
.
.
.
.
Khonshu be like: Marc wasn’t violent enough, let me introduce you to Jake Lockley https:/…"
945,0,"Knowing that Marc and Steven can intentionally switch places now is so wholesome!!!! Damn, that’s good storytelling… https://t.co/Pg0qTFdwiG"
946,0,"RT @midnightmarvl: No Way                          Multiverse of
Home                             Madness

#BenedictCumberbatch #DoctorStra…"
947,0,RT @chrisdadeviant: boom #MoonKnight https://t.co/8ggd181G4A
948,0,RT @kirawontmiss: Who tf is on his security team?? Batman?
949,0,Adventure time definitely goes.
950,1,"RT @marcdameron: #MoonKnight ep6 spoilers 
-
-
-
-
steven ""HIPPO!"" grant i am quite literally in love with you https://t.co/xwjcpryyvR"
951,0,RT @kirawontmiss: Who tf is on his security team?? Batman?
952,0,"@MCUPerfectGifs 1. Loki
2. Moon Knight
3. What If...?
4. Hawkeye 
5. WandaVision
6. Falcon and Winter Soldier"
953,0,RT @mccnkniqht: something so poetic about a palestinian actress eating up a zionist
954,1,"RT @IAPolls2022: Cuomo could play spoiler if he mounts NY governor bid as independent: Emerson College Poll

If Andrew Cuomo runs as indepe…"
955,0,@ZiaMcCorgi555 So... Batman meets GI Joe?
956,1,"RT @meibil7: OMG??!!! Nos dieron spoiler?!

@BTS_twt #방탄소년단 #BTS #BTSARMY #BTS_PROOF https://t.co/tDcVIdRwyx"
957,0,Y’all Khonshu is a whole menace #MoonKnight
958,0,"RT @thorsmoonv: #MoonKnight 
.
.
.
.
.
.
.
.
.
i can't move on of the fact that marc and steven's instinct when they meet is to hug each ot…"
959,0,"DBE042F5 :Battle ID
I need backup!
Lvl 120 Avatar
https://t.co/RO2Rzft6hP"
960,0,But the show was so perfect… I need all the #MoonKnight merch
961,0,Guys - I really really like #MoonKnight
962,1,RT @thegoonk1ng: Episode 6 spoilers no context #moonknight https://t.co/jAdQt34RvB
963,0,RT @Nykeem717: @Itssan17 Didn't you say the Batman has no rewatch value but you wanna rewatch it
964,0,RT @hiddlouistan: She can step on me or marry me or do both #LaylaElFaouly #MoonKnight https://t.co/EA1KtHuipw
965,0,"Buddy, you gotta actually explain what’s bad about it. Because all you’re showing is a character in a costume."
966,0,"502FA3D0 :Battle ID
I need backup!
Lvl 120 Avatar
https://t.co/FZU5bIJPAO"
967,1,"RT @FORTHESPARK: #moonknight episode 6 spoilers
.
.
.
.
.
a round of applause for the REAL stars of the moon knight season finale 🤩 https:/…"
968,0,"RT @sugxrwfflez: @MCUPerfectGifs This is based off my personal enjoyment, not necessarily objectivity but:
1. Moon Knight
2. The Falcon and…"
969,0,RT @mknighthinker: MARVEL YOU HAVE NO RIGHTS TO DO THIS TO ME #MoonKnight https://t.co/XnP7eXDVqz
970,0,"@MCUPerfectGifs 1. Moon Knight
2. The Falcon and the Winter Soldier
3. Loki
4. Hawkeye
5. WandaVision
6. What If...?"
971,0,RT @ravenn_west: Batman fans having a field day with this outfit 😃
972,0,"RT @vylkcrie: #MoonKnight

I don’t have any other way to express my feelings bout the finale https://t.co/HLpCDO9Gqt"
973,0,"RT @thorsmoonv: #MoonKnight 
.
.
.
.
.
.
.
.
.
i can't move on of the fact that marc and steven's instinct when they meet is to hug each ot…"
974,0,oh ur very ugly in the face…
975,1,@xctionjaxon Omg sorry to hear that hopefully you dont watch any spoiler and also don't go to YouTube. One oomf got… https://t.co/DYFqeZaI08
976,0,URGENT 🚨🚨🚨 PLEASE SHARE 👇👇👇 #nyc @KeithOlbermann @jonstewart #RobloxDown #AmberHeard #wordle #MayThe4thBeWithYou… https://t.co/jE2YT2EGtO
977,0,"RT @BingeWatchThis_: Which finale did you enjoy more? 

Re-Tweet for #MoonKnight, Like for #Hawkeye. https://t.co/IX0GvndDl4"
978,0,How dare Netflix release a new season of The Circle when I haven't finished Ozark yet! The audacity!
979,0,RT @therealsupes: The #MoonKnight Finale had one of the best action sequences in the MCU.
980,0,"@MCUPerfectGifs Loki, Moon Knight, WandaVision, What If?, Falcon and the Winter Soldier, Hawkeye"
981,0,"RT @getFANDOM: Oscar Isaac says there are 'no official plans' for #MoonKnight S2

'I love being Steven... If there was a story that really…"
982,0,How to get the Eaglestrike and Rakshasa armor cores in Halo Infinite https://t.co/ASVoZCSY5M
983,0,That night spiderman fucked ts outta me and my homegirl 🕸💦 https://t.co/eAIhYWzaLl
984,0,RT @cell_0801: Man of Steel is not remembered fondly.
985,0,RT @kirawontmiss: Who tf is on his security team?? Batman?
986,1,"RT @midnitecallum: #moonknight spoiler
.
.
.
.
.
.
Layla: Taweret are you there?
Taweret: LAYLAAaaaaaaaAaaaaAAAAAaaa
Layla: https://t.co/lS…"
987,0,Pulled these today 🔥 #Hro #BatmanNFT  #batman https://t.co/46kCL2RwE5
988,0,nigga
989,0,RT @Emotheviper: If Layla doesn’t get a spin-off show of her own @Disney &amp; @MarvelStudios are massively missing out and we will riot plus A…
990,0,RT @HausofHilton: Please watch Wandavision before watching Dr Strange
991,0,RT @lucasmtny: Lol I’m sorry but you gotta at least temporarily change the bored ape avatar when you tweet out that your startup is making…
992,0,RT @Sam_Snydes: I want to meet the one person who bought this ticket to see Morbius tomorrow while doctor strange 2 is showing https://t.co…
993,0,"RT @An_1diot: ""Hippo!""
#MoonKnight https://t.co/8SX3VTejL8"
994,0,@AndrewBReel @HaloTheSeries Have you played Halo Infinite?
995,0,RT @NewtonLunaire: HIPPO!!! #MoonKnight https://t.co/dSFnyXMK4M
996,1,"RT @darkholdfingers: #MoonKnight EP. 6 SPOILERS
-
-
-
-
when the other gods realized harrow actually released ammit https://t.co/xk13U1kcgA"
997,0,RT @NewtonLunaire: HIPPO!!! #MoonKnight https://t.co/dSFnyXMK4M
998,0,"RT @petertingIe: khonshu on his way to the met gala😍💅🏻
#MoonKnight https://t.co/NtxPS1MWcP"
999,0,"Falcon and the winter soldier
Wandavision 
Hawkeye   /  What if 
Moonknight 
Loki 
That being said, all quite meh"
1000,0,RT @mccnkniqht: something so poetic about a palestinian actress eating up a zionist
1001,0,RT @thescarletprint: A thread on the parallels between Phoenix Resurrection (comic) and WandaVision (TV show): https://t.co/ssZ0jUAmLx
1002,0,"Ozark over, do I end my Netflix?"
1003,0,"I'm just hoping if they make a s2, they'll dig more abt DID representation more &amp; make a better pov abt Jake, there… https://t.co/kHBFHBvZ0Q"
1004,1,RT @LENNIEC0N: #moonknight spoilers https://t.co/CoCkLyqW0U
1005,0,RT @papyuuno: i watched the furry movie im sorry heres fanart #TheBadGuys https://t.co/p0zAe12vu9
1006,0,"Loki
Moon knight
What If
Wandavision
Hawkeye
TFATWS"
1007,0,"1. Loki
2-3. WandaVision/MoonKnight
4-5. Falcon/Hawkeye

MoonKnight's final chapter disappointed me.

I've only see… https://t.co/u9RLbz3eBh"
1008,0,"Here's a wip peek of a canvas that's full of Mr Wolf fhhfhfh

#TheBadGuys #furry https://t.co/jXuc4vJLqj"
1009,0,"@getFANDOM 1. WandaVision
2. Loki
3. The Falcon and the Winter Soldier / Hawkeye / Moon Knight
6. What If...?"
1010,0,"RT @gustianhe: khonsu when he promised to part ways with marc and steven but not with Lockley

#MoonKnight https://t.co/DKz8qh607q"
1011,0,RT @LuckiiSonoda: Wandavision wasn’t that bad now that I really think about it https://t.co/s2NWHwasdU
1012,0,RT @kirawontmiss: Who tf is on his security team?? Batman?
1013,0,"@SeriouslyMusic Hi, did you buy chance manage a band in the early 2000s named Halo Grey? I'm trying to find a song… https://t.co/1xaX8imAmI"
1014,0,"RT @Trickyhours: thank you Wandavision and Moon Knight for being the best MCU shows on Disney+
#MoonKnight https://t.co/wcp7jD8MxQ"
1015,0,"RT @vkatnyte: #Ozarkending #Ozark 

You killed off Ruth....or did ya?"
1016,0,RT @NewtonLunaire: HIPPO!!! #MoonKnight https://t.co/dSFnyXMK4M
1017,1,"RT @heididjarin: #moonknight spoilers
.
.
.
.
.
.
.
I really didn't see this was coming but oh my god she's so fine https://t.co/yS53ZtHJIY"
1018,0,"Which Halo animated short would you like to see first? 🙂
https://t.co/afFP5EYrje"
1019,0,I just finished #Ozark #OzarkSeason4Part2 Terrific series start to finish. 👏 Loved the cast and story.
1020,0,"RT @st4bz_: i just think they're neat
#TheBadGuys https://t.co/qQXG5HCVJz"
1021,0,RT @JigawattJack: Is this the strange doctor everyone seems excited about? #DoctorStrange #DrRobotnik #Robotnik #Sonic #SonicTheHedgehog #S…
1022,0,"RT @AndreiMallare2: @MCUPerfectGifs 1. Moon Knight 
2. Loki 
3. Hawkeye 
4. WandaVision 
5. The Falcon and the Winter Soldier 
6. What If"
1023,0,RT @NewtonLunaire: HIPPO!!! #MoonKnight https://t.co/dSFnyXMK4M
1024,0,Just finished Ozark. It was... ok. The ending did not live up to some of the earlier seasons. I will not forget how… https://t.co/1Kw0tjeB9q
1025,0,RT @alltoowilson: fixed it. you’re welcome #moonknight https://t.co/EZtDBNkeCp
1026,0,"RT @BingeWatchThis_: Which finale did you enjoy more? 

Re-Tweet for #MoonKnight, Like for #Hawkeye. https://t.co/IX0GvndDl4"
1027,0,"RT @porr_patlnwza55: #โอมนนน #OhmNanon 

this is soo cute tho🥺 op bought a deadpool and spiderman cake to celebrate SLR release, bbs' KCL w…"
1028,0,RT @DavidOpie: #Wanda could murder the whole multiverse and I would happily defend her until my dying breath #DoctorStrange https://t.co/Fn…
1029,0,RT @_consoomer: reminded of this film critic saying kyungsoo would be good at action 🫶🏼
1030,1,RT @thegoonk1ng: Episode 6 spoilers no context #moonknight https://t.co/jAdQt34RvB
1031,0,God Is All Light And Colours!
1032,0,"@disneyplus Wow, #moonknight really missed the ""Mark""..see what I did there?? haha  Really though, for a show to be… https://t.co/gZPHuBSTBx"
1033,0,"1E9E59E0 :Battle ID
I need backup!
Lvl 120 Avatar
https://t.co/8l3ieyY3gG"
1034,1,"RT @darkerintheday: moon knight episode 6 spoilers!! #MoonKnight 

steven, staring down an ancient powerful deity capable of miracles: you…"
1035,0,"RT @SkyrainYao2002: #DoctorStrange #scarletwitch 
Agatha is true…🥶 https://t.co/PqmM8tNF7b"
1036,1,"RT @Preserum_Ezra: #MoonKnight spoilers finale
•
•
•
Layla ate and STOLE that moon knight finale and honestly ? Good for her https://t.co/8…"
1037,0,"RT @JJoshiiiiiiiiii: Jake is here!!!!!!
#MoonKnight https://t.co/K2ecu24ylX"
1038,0,"RT @ZayanZurEnArrh: Here’s how I would do Batman movies if I were making an entire Batman saga:
1:
Establish who Batman is. Have him establ…"
1039,0,"RT @aaundolaew: HIPPO!!

#moonknightfanart #MoonKnight https://t.co/680KfMxQZf"
1040,1,"RT @seraphilms: #MoonKnight spoilers !
.
.
.
.
Shoutout to confident and happy steven grant, gotta be one of my fav genders https://t.co/vs…"
1041,1,"RT @VicGt88: #MoonKnight finale spoilers
.
.
.

Humans of the MCU seeing a giant crocodile beat the shit out of a giant chicken skeleton ht…"
1042,1,"RT @I_LUVKOOK: TREMENDO SPOILER 

@BTS_twt https://t.co/sCOmEAuPyO"
1043,0,RT @MohamedDiab678: The Moon Knight family had its farewell meeting. We are missing around 1100 amazing people who made this incredible sho…
1044,0,"@MCUPerfectGifs Loki
Moon Knight
WandaVision
Hawkeye
The Falcon and the Winter Soldier
What if"
1045,0,RT @Sinngi2: #MoonKnight post-credit in a nutshell: https://t.co/kqzdJporIz
1046,1,"Spoiler alert! 

“Exile me to Mars.” 

The End"
1047,0,"RT @aaundolaew: HIPPO!!

#moonknightfanart #MoonKnight https://t.co/680KfMxQZf"
1048,0,"RT @Callmeop37: 💚 BAMBAM​ [ Wheels​Up​ Feat.​ Mayzin​]​  LIVE​ FERFORMAN​  [ 16,585​ ​]​
🔗 https://t.co/GrwmLzedw4

💙 AIS5GVERSE: BAMBAM x…"
1049,1,"RT @Preserum_Ezra: #MoonKnight spoilers finale
•
•
•
Layla ate and STOLE that moon knight finale and honestly ? Good for her https://t.co/8…"
1050,0,Looking for halo comment or dm me if you got one also Royale high skirt giveaway like retweet and follow me
1051,0,RT @papyuuno: i watched the furry movie im sorry heres fanart #TheBadGuys https://t.co/p0zAe12vu9
1052,0,"RT @raspberryfondue: No but, that was all i had in my mind the whole scene #MoonKnight 💅🫣🔥 ... https://t.co/3tOp1X4vLM"
1053,0,#nw Doctor Strange in the multiverse of madness #DoctorStrange
1054,0,"@MCUPerfectGifs 1.Moon Knight
2.Loki
3.The falcon and the winter soldier
4.Hawkeye
5.WandaVision
6.What if

This al… https://t.co/s7os1oWzHb"
1055,0,"8E1420FF :Battle ID
I need backup!
Lvl 120 Avatar
https://t.co/LgwHX53x66"
1056,0,"1. WandaVision
2. Moon Knight
3. Loki
4. What If
5. Hawkeye
6. TFATWS (just cos i haven't seen it yet)"
1057,0,"RT @MohamedDiab678: Thanks everyone who worked day and night on #MoonKnight for 2 years to make the best show they can. Thanks Marvel, Osca…"
1058,0,"Pastor @richvillodas you better believe the season finale is full of more wisdom! 

“do not let the pain of the pas… https://t.co/BMRxJfX8Sv"
1059,1,plis gausa spoiler ye
1060,0,RT @mknighthinker: THE FIGHT SCENE??!?!?? YOU GUYS FUCKING KIDDING ME #MoonKnight https://t.co/ThakeGWs8d
1061,1,"RT @eggboyspeaks: #MoonKnight spoilers!!
•
•
•
•
“HIPPO!” https://t.co/0Lek05eF4B"
1062,0,"The Falcon and The Winter Soldier (5/5)
What if...? (4/5)
WandaVision (4/5)
Moon Knight (2/5)
Hawkeye (2/5)
Loki (2… https://t.co/XokIKGtK0Q"
1063,1,"RT @Preserum_Ezra: #MoonKnight spoilers finale
•
•
•
Layla ate and STOLE that moon knight finale and honestly ? Good for her https://t.co/8…"
1064,0,"1. WandaVision 
2. Loki 
3. Hawkeye
4. What If…?
5. Moonknight
6. Falcon an the Winter Soldier."
1065,0,"RT @MohamedDiab678: People who liked #MoonKnight please thank the writing team lead by the great @jerslater. 

 @beau_demayo, @BeckyKirsch,…"
1066,0,RT @BingeWatchThis_: #MoonKnight's finale was perfect 🔥 (Via: Infinity_Avengers) https://t.co/OmVZx20Stt
1067,0,"@MCUPerfectGifs 1. WandaVision
2. Loki
3. Moon knight
4. What if
5. Hawkeye
6. The falcon"
1068,0,"RT @petertingIe: khonshu on his way to the met gala😍💅🏻
#MoonKnight https://t.co/NtxPS1MWcP"
1069,0,RT @kirawontmiss: Who tf is on his security team?? Batman?
1070,0,RT @HausofHilton: Please watch Wandavision before watching Dr Strange
1071,0,"RT @Venus_The_Game: Crypto Girls Live in Venus: Avatar movie-like #NFT Metaverse👩‍🚀✨

🧚First-ever #blockchaingame developed by women
🧚Meani…"
1072,0,"RT @RocketLab: It's almost Moon time 🌑

Launch window opens later this month for our first lunar mission on Electron and Photon. #CAPSTONE"
1073,0,"🎶 You'll think you're looking at Aquaman 🎶 
#oneweek https://t.co/ySooq7je0Y"
1074,0,RT @Cheesemeister3k: Maybe they don’t get the Dr. Strange love.
1075,0,RT @LuckiiSonoda: Wandavision wasn’t that bad now that I really think about it https://t.co/s2NWHwasdU
1076,1,"RT @Preserum_Ezra: #MoonKnight spoilers finale
•
•
•
Layla ate and STOLE that moon knight finale and honestly ? Good for her https://t.co/8…"
1077,0,"RT @Trickyhours: thank you Wandavision and Moon Knight for being the best MCU shows on Disney+
#MoonKnight https://t.co/wcp7jD8MxQ"
1078,0,"RT @gustianhe: khonsu when he promised to part ways with marc and steven but not with Lockley

#MoonKnight https://t.co/DKz8qh607q"
1079,0,"@MCUPerfectGifs 1. Hawkeye
2. Wandavision
3. Loki
4. Moonknight
5. Falcon and the Winter Soldier
6. What if"
1080,0,RT @Marvel_thot: i know we all loving #LaylaElFaouly but can we recognize Ethan Hawke #arthurharrow as one of the best villains in the enti…
1081,1,"RT @dilfoscarr: #MoonKnight spoilers 
.
.
.
.
.
HE RAISED HIS HANDS UP IN THE AIR JUST LIKE SHE DID STEVEN GRANT I AM SO IN LOVE WITH U 😭😭😭…"
1082,1,"RT @tokrevfess: tr! warning spoiler (?) ,warning m/f ship,Takehina 

Takehina Bonten ver gais 🥰☝
art by sender https://t.co/pTqgiz8MRj"
1083,1,@txn_co que spoiler?
1084,0,"@MCUPerfectGifs 1). Loki
2). WandaVision

The rest...."
1085,0,RT @p0nyplanet: silly wolf man #MrWolf #TheBadGuys #furryartwork https://t.co/KPTDoYTAfA
