,is_spoiler,text
496,True,"It is very rare that you will ever come across a movie of this calibre in your entire life. Masterpiece is the only way to describe it.From the moment it starts, you're hooked. You learn of Andy and being sent to prison. The acting is phenomenal, and of course, the viewer is treated with narration from Morgan Freeman throughout the movie.After that, you get to know each character well, all excellently written and diverse. The script is highly intelligent, and the dialogue flows in a smooth and believable way.You find yourself gripped for EVERY second as Andy's perfect plan unfolds, into a tremendous climax, leaving you emotional as you have seen his struggle.If anyone considers themselves a movie fan, then they not only should have seen this film; they should own it.One of the best!!"
497,True,"The Shawshank Redemption is a great movie. Morgan Freeman did a really good job on acting.... i love it. I was really learning some things in this movie. I like Morgan Freeman films because he is really a good actor. I recommend you this film to watch at least once, because this is a legendary film.I love it when in the end he founds the box with this letter. And then he travels to this place where his friend Andy was repairing the boat. I really enjoyed watching this legendary film. And also this film was made by a true story so it really makes it very very very very very very very good. I hope they will make good films in the future too inspired by a true stories."
498,True,"The story begins with the trial of a young banker, Andy Dufrense, victimized by circumstantial evidence, resulting in a conviction for the murder of his wife and her lover. After a quick conviction, Andy finds himself serving a life sentence at Shawshank prison, with no hope of parole. He exists in this prison only in appearance, keeping his mind free from the drab walls around him. His ability to do this results in the gaining of respect from his fellow inmates, but most of all from Ellis Redding. Ellis, commonly referred to as Red, finds gainful use of his entrepreneurial spirit within the drab walls of Shawshank by dealing in contraband and commodities rare to the confines of prison. Andy's demeanor and undeniable sense of hope causes Red to take a deeper look at himself, and the world around him. Andy proves to Red and the other inmates that in the conventional walls of Shawshank prison convention will find no home in his lifestyle.By creating the film's firm foundation, the meticulously chiseled screenplay paved the way for this film's success. Frank Darabont outdoes himself with the phenomenal adaptation of Stephen King's equally noteworthy novella, Rita Hayworth and Shawshank Redemption. In this novella, King demonstrates that he can break free from the genre he dominates and still create a marvelous piece of modern literature. Though the film mirrors the novella in many ways, Darabont illustrates a focused objective of improving upon the areas where the novella came up short, resulting in one of the best book to film transitions ever.While maintaining some of the poetic and moving dialogue of the novella, Darabont also proves that a film's score can generate a great deal of emotional response from its audience, as dialogue does. He employs the cunning Thomas Newman, son of the legendary Hollywood composer, Alfred Newman. Darabont shows recognition for the film's needs by employing Newman, who makes the gentle piano chords whisper softly to the viewer, as if a part of the scripted dialogue. Newman lends himself to individualism and tends to drive more towards the unique in the realm of score composition. His effort in Shawshank did not go unnoticed, as his score received an Oscar nomination in 1995. While unique and independent, Newman's score never once intrudes on your concentration or distracts from the film.With work from vast array of talented scene designers, costume designers, composers, cinematographers, and various other Hollywood artists, the cast of The Shawshank Redemption had a strong foundation to work with. The marvelous cast of this film will dazzle you with some of the most convincing performances you will witness in a film. While both Tim Robbins and Morgan Freeman shine as Andy and Red, respectively, the true spectacle of acting lies within the plethora of amazing supporting actors who easily disappear into their roles. Most noticeable of these, the veteran film star James Whitmore, who portrays the elderly Brooks Hatlen. Brooks, a man incarcerated for an unmentioned crime for so long that he finds himself attached to the Shawshank and the daily life he has lead. Each of these actors show a true dedication to their art, and a focused purpose in their motivations, creating a convincing setting that never once caters to anything unbelievable."
499,True,"Good and Old Movies IMO still watching . 1 of the best some movies ever i can see , and the actor to most of them are my favor it , excellent , but maybe good is to make renew this movies ? low , with a good image or anything elsethis will be good for everyoneGood and Old Movies IMO still watching . 1 of the best some movies ever i can see , and the actor to most of them are my favor it , excellent , but maybe good is to make renew this movies ? low , with a good image or anything elseGood and Old Movies IMO still watching . 1 of the best some movies ever i can see , and the actor to most of them are my favor it , excellent , but maybe good is to make renew this movies ? low , with a good image or anything elseGood and Old Movies IMO still watching . 1 of the best some movies ever i can see , and the actor to most of them are my favor it , excellent , but maybe good is to make renew this movies ? low , with a good image or anything elseGood and Old Movies IMO still watching . 1 of the best some movies ever i can see , and the actor to most of them are my favor it , excellent , but maybe good is to make renew this movies ? low , with a good image or anything else"
500,True,"I love movies ... cool .... if I may suggestion ... its a lot of the funny movie, I love movies ... cool .... if I may suggestion ... its a lot of the funny movie, I love movies ... cool .... if I may suggestion ... its a lot of the funny movie, I love movies ... cool .... if I may suggestion ... its a lot of the funny movie, I love movies ... cool .... if I may suggestion ... its a lot of the funny movie, I love movies ... cool .... if I may suggestion ... its a lot of the funny movie,I love movies ... cool .... if I may suggestion ... its a lot of the funny movie, I love movies ... cool .... if I may suggestion ... its a lot of the funny movie,I love movies ... cool .... if I may suggestion ... its a lot of the funny movie, I love movies ... cool .... if I may suggestion ... its a lot of the funny movie"
501,True,"This has to be for me one of the best feel good and most inspiration movies ever. I have to agree that this is a movie that one should own not borrow or rent. If I ever had to say to someone watch this movie this would easily be the one.There are so many reasons for loving this amazingly good movie, but one for me is the life lessons that we learn from this one. I'm not one of those people that likes to give things away. So I wont be using any examples.The cast is great and story is probably one of the best when it comes to movies."
502,True,"Freeman, who is simply a great actor, a man who has never struck a false note in his career, both narrates this tale and anchors it with his authoritative playing. Anyone who read the Stephen King novel knows red turns from a white guy to a black one. and the guard casually ripping the poster at the end is different but other than those small changes, everything else is on point. This is the best prison movie ever made in my opinion. Certain ironies play out very well in this film. For instance the head sister who get cripple when Andy has had enough of his ilk. A 'life-affirming' tale about life imprisonment, The Shawshank Redemption is the kind of old-fashioned entertainment that is easily overvalued in an era of diminishing expectations."
503,True,"Andy is wrongly accused of murdering his wife and is charged with two life sentences. While he gets in prison, he meets his best friend, Red and the whole movie is about Andy trying to escape and never losing hope (SPOILER ALERT- he eventually does make it out). This is a movie that I felt was perfect in almost every way. Morgan Freeman is one of my favorite actors and The Shawshank Redemption is definitely my favorite movie of his. Maybe my favorite thing about The Shawshank Redemption is the ending. Red is walking down the beach and he sees his best friend Andy after all these years and they're both free. A great ending."
504,True,"The Shawshank redemption is about a man who is wrongly accused of murdering his wife and her lover and sentenced to life in prison. In prison the man makes friends with the inmates while improving the prison's library. He also gives financial advice to the prison security guards and personnel. The theme of this film, The Shawshank Redemption, is about finding friendship and having hope while being at a hard time in your life. Andy Dufresne is play by Tim Robbins and is the main character who is accused of murdering his wife and her lover in a jealous rage. Morgan Freeman also plays a huge part in this film as Ellis ""Red"" Boyd. Ellis or Red as he preferred to be called in the film is Andy's best friend in prison. There are five main plot points in my opinion within this film. These points include when the inmates are betting on the new arrivals, when some of the inmates are re-tarring the roof on one of the buildings, when new library books finally arrive after all of Andy's attempts, and when the warden of Shawshank discovers that Andy has escaped. This films theme is similar to the retelling of the mythical story of ""Perseus"" by author Edith Hamilton. There are several techniques that were used throughout this film but a few really caught my attention. The first technique is a motif, this is the repeated showing of the crow that Brooks rescued and raised. The birds represent a hopefulness of freedom but it also represented the loss of hope after prison. When Brooks is released, he also sets ""Jake"" the crow free and continues to look for him in a park nearby hoping that he will return to him. However, when Jake does not return it represents the loss of hope in Brooks for life after prison. Another technique that attributed to the emotions of the film was the lighting aspects. In the scene after Andy escapes where he is standing in water while it is raining with his arms spread wide, the light is directed down on him with his back in the shadows. This lighting technique in this scene adds to the feeling of triumph, of hope and of freedom. This film absolutely reflects the feeling of hope onto the viewers."
505,True,"A tale that inspires and the emotions that never expires.. The story catches all our imaginations pertaining the character, as the story goes on it gets more deeper with good dialogues and well written,well delivered characters.. The actors have done the best job to bring out the emotions and making the movie more pleasing. watching it we get more attached to the characters. And more moved and inspired too..It lives up to its high rank and provides pure entertainment with honest approach.. A well scripted,well handled and well made one..A drama that keeps us into the story till the end of the Movie.. A perfect work from the director and the artists.A MUST WATCH FOR ALL..."
506,True,"One of the best movies I've ever seen, if not really the best. That ""Angel's Prison"" name in Romanian, I agree with it. It has marked my summer vacation last year, I thought about it very much, and how an innocent man can be punished for what he didn't do. I also liked his perseverance, and how he never gave up his ambition to become a free man, legally or not. The sad part was Brook's death, but I understood his decision and agreed with it. I also very much liked the way that Andy and Red bonded over the time Andy spent in prison, and the things he had done for the men in prison, like the library, and the courses he taught, and how he refused to give up his position, that moment when he played the music. A true ""Must See"" movie."
507,True,"It's a pretty long movie of almost 3 hours of which 2.5 hours you shall simply be awed.How can a prison life based movie be this amazing? There is almost no action , no prison breaking(thats the 1st thing that comes to our mind when he hear about prison movies,is'not it?), no shitty scenes just pure drama at its best.You will cry at some moments and smile at some.Most of all ,from my experience of watching over a 1000 movies this is 1 of the very few movie which which could give a brilliant storyline to a good beginning.So watch this movie if you don't want to miss something brilliant in your life.Be a part of history.Thanks for reading!"
508,True,"One of the greatest movie ever I first doubt to watched it I didn't know how good it is then one day i played it and then after I watched it I realize that this is the best movie ever , Its a really good movie and it has a unbelievable story , and u never can guess what will happen in the end of the movie , that what i like in a movie , That I never could guess how this movie will end . Andy is a genius He's mind is brilliant and How he get in to jail , That what I love about this movie and he's stories in prison every thing that happens to him in prison is so interesting that make u want to see this movie many times , and the really good thing in this movie is that beautiful and clever plan of Andy . At first u r looking at a simple guy who owns a bank but at the end you are looking at a genius who is owns a great mind ."
509,True,i watched 10 times but i think they was should recording outside of jail maybe one of the people had a family asking about him or some visitors to jail.. that's will give the movie more reality and when he got out why he did not go to the real killer of her wife? and he had so smart but why he did not tell his friend about run out of jail at last and why he did not marry another woman after he got out? and the man who hang his self how his name still in the roof? and how the black man found his friend name in the roof? how the put him in the same room ? the movie is SO AWESOME but not enough for me im sorry i don't mean any thing about the actors
510,True,"The character Andy have so much influence on me that I wanted to pack my bag to Zihuatanejo and play chess with him... I hope the pacific should be blue for me as well.""Fear can hold you prisoner, hope can set you free"" that's god damn right. Stephen King's words were so powerful that it exactly replicates the strength of the human mind. Not a man with normal head can create such a master piece. Frank Darabont was no less to Stephen King, he exactly created the character with few directorial touches.The narration was so adorable that the entire movie was well executed by Andy's Colleague. The best words were the final few from Andy ""Hope is a good thing, may be the best of things and no good thing ever dies ....."" If you truly admire human spirit, I bet you will produce some chemical changes in your body.... I cannot say anything about Andy, well he is far beyond my imagination.Well I can write for months about this movie but its not a essay writing, just a review, so I'm stopping now. I hope this movie will be screened in big screens again and I will get chance to watch it in big screen"
511,True,"I saw this movie in 2006 wen I was in college...midnight I was watching this movie... Before this movie I might have seen 100s of movies but never a movie this powerful. A story about Hope, Friendship, Redemption. This movie goes deep into u...it touches Ur soul and u feel real freedom. I always make it a point to watch this movie once or twice a year... It keeps me motivated. Morgan freeman, Tim Robbins and every other character are class. Even after a century this movie will always remember for its acting and will always be a real Hollywood gem. There are so many scenes in the movie one can relate to. Even with no Oscar this movie is worth more than a y Oscar winner. We all are Red searching for people like Andy to get our Redemption!"
512,True,"I have never seen such a film, the story is undoubtedly one of the best ever seen, it's just evil with a mixture of thriller and action ... This leads us away leaves room for our imagination , the development of our common sense ... It's just a philosophical bunch of crap , so bad that I almost vomit , you dare call it a masterpiece ? Let me laugh , it's just a mixture of children's stories , never seen before ... I was reading some reviews and there by chance I came across this film, they say he had an Oscar and all the trimmings . Excuse my subjectivity , but I could not stand this movie , I was bored so I stopped watching in the middle ... How could you look at this epic fail ? This is just to die laughing. I want to say that I found the game player shabby and staging is worse ... The director deserves banishment for life of art to have released such a MASTERPIECE ! Thank you , thank you everyone , I love you <3"
513,True,"It is a strange comment to make about a film set inside a prison, but ""The Shawshank Redemption"" creates a warm hold on our feelings because it makes us a member of a family. Many movies offer us vicarious experiences and quick, superficial emotions. ""Shawshank"" slows down and looks. It uses the narrator's calm, observant voice to include us in the story of men who have formed a community behind bars. It is deeper than most films; about continuity in a lifetime, based on friendship and hope.From Andy's arrival on the prison bus to the film's end, we see only how others see him - Red, who becomes his best friend, Brooks the old librarian, the corrupt Warden Norton, guards and prisoners. Red is our surrogate. He's the one we identify with, and the redemption, when it comes, is Red's. We've been shown by Andy's example that you have to keep true to yourself, not lose hope, bide your time, set a quiet example and look for your chance. ""I guess it comes down to a simple choice, really,"" he tells Red. ""Get busy living' or get busy dying'."" The key to the film's structure, I think, is that it's not about its hero, but about our relationship with him - our curiosity, our pity, our admiration. If Andy had been the heroic center, bravely enduring, the film would have been conventional, and less mysterious. But we wonder about this guy. Did he really kill those two people? Why does he keep so much to himself? Why can he amble through the prison yard like a free man on a stroll, when everyone else plods or sidles? People like excitement at the movies, and titles that provide it do well.There wasn't much going for it: It had a terrible title, it was a ""prison drama"" and women don't like those, it contained almost no action, it starred actors who were respected but not big stars, and it was long at 142 minutes. Polls and rentals reflect popularity but don't explain why people value ""Shawshank"" so fervently. Maybe it plays more like a spiritual experience than a movie. It does have entertaining payoff moments (as when the guards from another prison, wearing their baseball uniforms, line up to have Andy do their taxes). But much of the movie involves quiet, solitude, and philosophical discussions about life. The moments of violence (as when Andy is sexually assaulted) are seen objectively, not exploited.The movie avoids lingering on Andy's suffering; after beatings, he's seen in medium and long shot, tactfully. The camera doesn't focus on Andy's wounds or bruises, but, like his fellow prisoners, gives him his space.The Morgan Freeman character is carrier of the film's spiritual arc. We see him at three parole hearings, after 20, 30 and 40 years. The first hearing involves storytelling trickery; the film has opened with Andy's sentencing, and then we see a parole board, and expect it's about to listen to Andy's appeal. But, no, that's when we first see Red. In his first appeal he tries to convince the board he's been rehabilitated. In the second, he just goes through the motions.There's an underlying problem. Behind bars, Red is king. He's the prison fixer, able to get you a pack of cigarettes, a little rock pick or a Rita Hayworth poster. On the outside, he has no status or identity. We've already seen what happened to the old librarian (James Whitmore), lonely and adrift in freedom.Frank Darabont wrote and directed the film, basing it on a story by Stephen King. His film grants itself a leisure that most films are afraid to risk. The movie is as deliberate, considered and thoughtful as Freeman's narration. There's a feeling in Hollywood that audiences have short attention spans and must be assaulted with fresh novelties.Tim Robbins makes Andy a man of few words, quietly spoken. He doesn't get real worked up. He is his own man, capable of keeping his head down for years and then indulging in a grand gesture, as when he plays an aria from Mozart's ""The Marriage of Figaro."" (The overhead shot of the prisoners in the yard, spellbound by the music, is one of the film's epiphanies.) Because he does not volunteer himself, reach out to us or overplay his feelings, he becomes more fascinating: It is often better to wonder what a character is thinking than to know.Darabont constructs the film to observe the story, not to punch it up or upstage it. Upstaging, in fact, is unknown in this film; the actors are content to stay within their roles, the story moves in an orderly way, and the film itself reflects the slow passage of the decades. ""When they put you in that cell,"" Red says, ""when those bars slam home, that's when you know it's for real. Old life blown away in the blink of an eye. Nothing left but all the time in the world to think about it."" Watching the film again, I admired it even more than the first time I saw it. Affection for good films often grows with familiarity, as it does with music. Some have said life is a prison, we are Red, Andy is our redeemer. All good art is about something deeper than it admits."
514,True,the best story and best actors very nice thinking i can't stop watching it i like the way they thinking and how to be simple person with a very perfect thinking how to make every one think that you are very weak but you are very strong person and very smart person and how to be able to protect yourself how to be able to serve everyone and make everyone serving you how to make friends from your enemies this the best thing and the best of the best the he escaped from the prison it's perfect and the way he got the money after he killed his wife he became free again and how to make everyone your friend it's one of the best movies i have ever seen in my life it's perfect it takes you to another world it takes you inside the movie.
515,True,"This movie title is nothing like the movie. Keep in mind that the movie was based on a book by Stephen King. For a fan of King this is not something that you would expect. The movie has very little action in it, but is about true redemption, which is not revealed until the end of the movie. Personally I love this movie. The way that the cast interacts with each other is really what gives this movie the flare that you need. The prison that it was filmed at is a real prison located in Mansfield, Ohio. It can actually be toured by the general public, as can other aspects of the movie. This is a definite must see movie for anyone who wants something that will make them think about what is important in life."
516,True,"I have seen the movie first and than read the book and especially in this case, I think it was the right order. I love every moment in the movie, it was made in a very good way. Excellent cast, director and photographer. This is my favorite movie. I watch this movie at least twice in every year and still love it. Morgan Freeman and Tim Robbins brilliantly play in it. They were very good choices for these characters - even they are look like totally different as the book's characters. I think they really enjoy to play their movie characters. Before I have seen this movie someone said to me, it is only a newer ""prison story"". Yes, basically it is ""only"" a prison story. But there is nothing similar to The Shawshank Redemption! I can offer this movie to anyone who like well written stories with very good acting and very good directing."
517,True,"Has to be the best prison movie ever. Yes, it's even better than the Green Mile. I've been putting off watching this movie forever, thinking it was going to be boring and sappy. But it's far from it. This movie wraps you up in its story and it always feels very real due to superb filmmaking. The acting couldn't get any better, and in the end this is one of the most uplifting movies ever made. Yes it's very long, but it without a doubt justifies its length.Based on the Stephen King novel by the same name, it's simply the best movie ever made, it should had won best picture in 1994, and all characters performances are incredible. If you haven't watch it, just do it without thinking about it twice."
518,True,"really its a great movie.......... It is a strange comment to make about a film set inside a prison, but ""The Shawshank Redemption"" creates a warm hold on our feelings because it makes us a member of a family. Many movies offer us vicarious experiences and quick, superficial emotions. ""Shawshank"" slows down and looks. It uses the narrator's calm, observant voice to include us in the story of men who have formed a community behind bars. It is deeper than most films; about continuity in a lifetime, based on friendship and hope.Interesting that although the hero of the film is the convicted former banker Andy Dufresne (Tim Robbins), the action is never seen from his point of view. The film's opening scene shows him being given two life sentences for the murder of his wife and her lover, and then we move, permanently, to a point of view representing the prison population and particularly the lifer Ellis 'Red' Redding (Morgan Freeman). It is his voice remembering the first time he saw Andy (""looked like a stiff breeze would blow him over""), and predicting, wrongly, that he wouldn't make it in prison."
519,True,"Tim Robbins and Morgan Freeman, in the same movie. Does one need to say more? Morgan Freeman leads this all star cast on and interesting journey of the 1930's to 1950's prison system.The story has been told is such a way that you feel as if you are actually there to see the events take place.There are tears of joy and laughter, tears of sadness at the injustice.This is a movie that requires some patience but have no fear if you pay attention the twists and turns will be plain to see.Tim Robbins is magnificent as a jilted husband who is wrongly accused of his wife's murder.Morgan Freeman is there a movie in which this man doesn't do well in? He is brilliant as an old con who is in Shawshank for murder.Overall this is a brilliant movie and delivers on all counts."
520,True,"This is a must watch movie in every once life,love it.. the reviews which are ahead are as good as the movie... every frame in the movie has its meaning. one can think easily that even though movie came on to the screen two decades earlier it is still no:1 in its position i personally created this account to give my rating and write a review on such a wonderful film. i felt very happy after watching this film and i thought of sharing with you. finally i want to say that ""entertainment is there ever corner of our life. but meaning of the true life lies with in this movie"". this movie give a valuable message ""if we want a thing really & actually from the heart then every force on this earth will try to help us..but the only thing we have to do is never loose HOPE"""
521,True,"I apologize to you for my bad English. This is the most amazing movie I watched. Bondage and freedom, has been described in an incredible way. Good movies gather them in the last 30 years, the number 30 does not. I was very impressed with the intelligence of screenwriter. This event is real or not, but the film is absolutely fantastic. I am a Turk. So, ten lines write is too hard. Anyway, for this successful film, I want to thank everyone who contributed. Made me happy, I feel my life has added something. I never get bored and watch over and over again. I think it may forever remain in the TOP250 list. Because, this film beyond time.. ooh I finally finished.."
522,True,"Tim Robbins and Morgan Freeman are inspirational as Andy and Red. I have seen this movie about 30 times, maybe more. This film is full of surprises. It keeps you guessing about Andy's guilt until the end. The prison escape reminded me of the Count of Monte Cristo so it was especially funny that this Dumas book was mentioned in the movie. It is a great film about institutionalization. It also is a good representation of prison life in its time period. It would make a great film to watch for a Criminal Justice class. This is a must see movie for anyone who thinks their life has turned out bad. It can always be worse.In Andy's case it was."
523,True,"The plot is very creative. The part when Andy finally escapes and throughout the whole movie he digging a tunnel to escape. I also enjoy the parody on the TV show ""Family Guy"". If you have Netflix check it out. The episode is called ""Three Kings"". It also contains wonderful parody's of King's other wonderful work ""Misery"", ""Stand by Me"", and also hints at the masterpiece ""The Shining"". They do a great job on ""Shawshank"" and the rest of the stories and they stick to the story lines and change so few very things. Just a few names (To fit the TV show) and a little of the story line to spice things up and make less depressing and little more funny. King is at his best here and has only reached this kind of high point few times before."
524,True,"This review contains spoilers, so spoiler alert!!! This film draws you in from the very beginning; from Tim Robins character coming home catching his wife cheating, to her being murdered. The theme is similar to the movie the Fugitive to me, the only difference was in the film the Fugitive, Harrison Fords character ran in the beginning, in Shaw Shank Redemption, Tim Robins Character runs towards the end, after he suffers abuse being locked up with hardened criminals in prison. I felt sorry for Tim Robins character being falsely accused and having to suffer rape, false imprisonment and lost years. One stand out theme to me in watching this film is you can imprison the man, but you cannot imprison his mind. Tim Robins Character was locked up for years but his mind was free, instead of living inside the prison, Tim Robins Character lives inside his head remembering he is good with numbers and accounting and living inside his head instead of his bad circumstances was his characters saving grace in this film. I would definitely recommend people watch this movie. If you are going through pain, sometimes it helps to see other people going through stuff more worse than you and survive, become a victor instead of a victim, and for that this is my favorite Tim Robins film. Morgan Freeman, was Morgan Freeman, even as a supporting cast he made you feel his presence, his voice, the way he chooses his words makes you can't take your eyes off him. He makes you feel his pain and his friendship with Tim Robins Character. This is a film I can see myself watching again and again when I'm having a bad day. Hope this review helps. Now go watch this movie."
525,True,"I voted 10 out of 10. This movie is truly inspiring. For me, the movie says NEVER GIVE UP and WHEN THERE IS A WILL, THERE IS A WAY. The actors portrayed their roles very well. I cannot believe it didn't do well the way it should have compared to some non sense box office movies.I admired the kind of friendship Andy and Red had. I also admired the way Andy made his way to earn the trust of the jail guards and fellow inmates. He is indeed an intelligent man and he used it to gain something that he needed to free himself. I wish I have that kind of intelligence and persistence.The ending is really heartwarming. Seeing two old friends meeting again and ready to start over again. It is just sad that ex-cons are not given the chance to start over nowadays."
526,True,"One of my all time favorites. Shawshank Redemption is a very moving story about hope and the power of friendship. The cast is first rate with everyone giving a great performance. Tim Robbins and Morgan Freeman carry the movie, but Bob Gunton and Clancy Brown are perfect as the Warden Norton and prison guard captain Hadley respectively. And James Whitmore's portrayal of an elderly inmate Brooks is moving. The screenplay gives almost every actor at least one or more memorable lines through out the film. As well as a very surprising ""twist"" near the end that almost knocked me out of my chair. If you have not seen this movie rent it or better yet buy it. As I bet you'll want to see this one more than once."
527,True,"This movie was the perfect example of those who have patience, and the will to move forward, and fight for what you believe in shall always prevail. Maybe not right then when you want it but it shall happen. Regardless of the plot he went and did what he had to and never once lost his wits and his will. The actors were amazing and one of my favorites in Morgan freeman once again did his thing in capturing the character, and just drawing you into the movie itself. It's Amazing how things from back then, still somewhat hasn't changed in this time era. Maybe someday our judicial system will change for the better who knows. Yet for right now we do with what we have and hope and pray it changes for the better. Awesome awesome movie that I have seen countless times."
528,True,"Amazing Film really loved it, would highly recommend the film to someone who hasn't watched it great acting, amazing storyline, great performances from Tim Robbins and Morgan freeman. I'm not really into prison movies that much but this is the best by far! great drama a must watch!. Firstly, its setting. The opening aerial shots of the prison are a total eye-opener. This is an amazing piece of architecture, strong and Gothic in design. Immediately, the prison becomes a character. It casts its shadow over most of the film, its tall stone walls stretching above every shot. It towers over the men it contains, blotting out all memories of the outside world. Only Andy (Robbins) holds onto hope. It's in music, it's in the sandy beaches of Zihuatanejo; ""In here's where you need it most,"" he says. ""You need it so you don't forget. Forget that there are places in the world that aren't made out of stone. That there's a - there's a - there's something inside that's yours, that they can't touch."" Red (Morgan Freeman) doesn't think much of Andy at first, picking ""that tall glass o' milk with the silver spoon up his ass"" as the first new fish to crack. Andy says not a word, and losing his bet, Red resents him for it. But over time, as the two get to know each other, they quickly become the best of friends. This again, is one of the film's major strengths. Many movies are about love, many flicks have a side-kick to the hero, but Shawshank is the only one I can think of that looks honestly at the love between two best friends. It seems odd that Hollywood would skip this relationship time and again, when it's a feeling that weighs so much into everyone's day to day lives. Perhaps it's too sentimental to seem conventional, but Shawshank's core friendship hits all the right notes, and the film is much better for it."
529,True,"The Shawshank Redemption 'Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.'So let me get straight to the point! Me searching for a good Morgan Freeman movie as you know he is a good actor and I've near enough watched every movie that he has been in. The tag-line said it all really 'Fear can hold you prisoner. Hope can set you free.' especially the ending scene where red found the letter quoting 'hope is a good thing, maybe the best of things, and no good thing ever dies... your friend Andy.'The movie has absolutely got to be one of my favourite movies. The acting was superb. The story-line was great. The filming was good. You just have to give credit to the director Frank Darabont for doing such an excellent job."
530,True,"Besttechcars.com - Nice movie and great action is one of the starts The Shawshank Redemption. I think it should be shown again for us. how can i takes this good movies is how to learn in this action. but there are so many talking time that i am still making bored. It is a strange comment to make about a film set inside a prison, but ""The Shawshank Redemption"" creates a warm hold on our feelings because it makes us a member of a family. Many movies offer us vicarious experiences and quick, superficial emotions. ""Shawshank"" slows down and looks. It uses the narrator's calm, observant voice to include us in the story of men who have formed a community behind bars. It is deeper than most films; about continuity in a lifetime, based on friendship and hope. thanks. IMDb. Click here www.besttechcars.com"
531,True,"The whole movies are incredible but you'd hate the ending... Without a single riot scene or horrific effect, it tells a slow, gentle story of camaraderie and growth, with an ending that abruptly finds poetic justice in what has come before. The writer and director, Frank Darabont, tells this tale with a surprising degree of loving care.There are times when ""The Shawshank Redemption"" comes dangerously close to sounding one of those ""triumph of the human spirit"" notes. But most of it is eloquently restrained. Despite an excess of voice-over narration and inspirational music, Mr. Darabont's film has a genuine dignity that holds the interest. It is helped greatly by fine, circumspect performances from Morgan Freeman as a rueful lifer named Red and Tim Robbins as Andy, the new kid on the cell-block. The film spans nearly 20 years of friendship between these two."
532,True,"Such a beautiful film, keeping the viewer constantly invested in the stories of the characters, their struggles with coping with prison life and the what the world outside has become.I could write pages and pages on reasons why this film works so well, but I need a few days just to wrap my head around it all.The one thing that I think could have been improved, just personally, is to leave a more ambiguous ending. When Red is talking about how he hopes he will be able to cross the border and see Andy again, connoting the whole ending theme of the film and the bus drives into the distance.That's were they should have left it. Forget the end scene on the beach where they embrace, lovely and uplifting, sure, but too kind. Leaving it with the bus making the viewer hopeful that they will be reunited would have given a much more powerful message.Regardless, this is still a truly astounding film."
533,True,"Amazing story, great characters and very good actors. But only thing that i didn't like was make-up, for example Andy gets 20 years older but that chief guard doesn't older at all and same goes other characters. Location is great, one of the best movie prisons i ever seen. So that is reason why i didn't give a ten, but 9,5 would appropriate. This film definitely deserved at least 3-4 Oscars. Best Picture, Best Actor in a Leading Role and Best Writing, Screenplay Based on Material Previously Produced or Published. Best Actor in a Supporting Role nomination at least. Finnish name for this movie terrible, it spoils the entire movie. One of the greatest stories of all time, you have see this."
534,True,"For Foucault, the prison is a creation, that is, in fact, an innovation perfected by reason of punishment since according to him, it was established with the aim of equipping a formation of more affective and usable individuals in society. This same instrument of punishment, which is also an institution of kidnapping, it is contemplated in the movie ""The Shawshank Redemption"". In the film, one realizes that prison, as Foucault argued, is contradictory. This institution of kidnapping, which is a reflection of modern society, has a higher re-educative than punitive effect. What can be observed when one of the characters gets his freedom after spending 50 years in prison, he, however, was not successful during its process of adaptation to the external mode of life and society, eventually undermining the very life."
535,True,"This movie the most one of the most greatest movies of all time in my opinion. It features great story, great characters as well as a amusing and sad plot. There are some sad moments in the movie like when the old librarian hung himself because he couldn't live outside of the big house and so on. And there is some feel good moments like when Red got released and when Andy escaped from the prison after twenty years. And it was very frustrating when the student Andy was teaching got shoot because it would prove Andy innocent and for him to be set free. Andy tries his best to fit into Shawshank prison by making little stone statues and a chess set. Where does he get the stone you ask? Well you have to watch it and find out because it is the most genius plan that any prisoner has come up with to escape Shawshank. In conclusion I would absolutely recommend this to any fan of cinema, Steven King, drama, comedy or tragedy then this film is the best for you."
536,True,"One of the best movies ever made. I have watched quite a lot of prison movies but this one takes the prize. I have watched this movie over 4 times the past year and every time the sheer dramatic impact of this movie gets me, regardless that i have watched it so many times. I'm not an expert on films i just enjoy watching them, and in my opinion this is the best movie i have ever watched in my life. Andy Dufrense's struggle as innocent man being imprisoned for 19 years before escaping from Shawshank and finnally claiming his well deserved redemption over all those hard years, some of them including pain emotional and physical but also one of the greatest virtues in humanity, Friendship."
